chapter,q_type,text,options,answer
第十三章-副本,多选题,11 进入新时代，我国面临更为严峻复杂的国家安全形势，从内部环境来看，主要是( )。,A、 重点领域关键环节改革任务仍然艰巨，科技创新能力存在卡点瓶颈||B、 风险呈现形态更加复杂，既有显性风险又有隐性风险||C、 粮食、能源、资源、金融和产业链供应链安全面临重大考验||D、 既有可以预料的风险又有难以预料的风险，既有“黑天鹅”事件又有“灰犀牛”事件，而且各类风险成因多样、彼此交织||E、 意识形态领域存在不少挑战，重点领域风险敞口加大,ABCDE
第十三章-副本,多选题,12 建设平安中国，必须( )。,A、 推动公共安全治理模式由以事后处置为主向以事前预防为主转型||B、 坚持安全第一、预防为主，建立大安全大应急框架||C、 推进安全生产风险专项整治，加强重点行业、重点领域安全监管。||D、 加强国家区域应急力量建设||E、 聚焦影响国家安全和社会稳定的突出问题,ABCDE
第十三章-副本,多选题,13 总体国家安全观( )。,A、 回答了如何解决好大国发展进程中面临的共性安全问题||B、 为破解我国国家安全面临的难题、推进新时代国家安全工作提供了基本遵循||C、 系统提出了一系列具有原创性、时代性的重要观点||D、 回答了如何解决好中华民族伟大复兴关键时期面临的特殊安全问题,ABCD
第十三章-副本,多选题,14 维护政治安全，要( )。,A、 维护制度安全||B、 维护政权安全||C、 维护意识形态安全||D、 维护中国共产党执政安全,ABCD
第十三章-副本,多选题,15 健全国家安全体系，要( )。,A、 强化国家安全工作协调机制||B、 完善国家安全法治体系、战略体系、政策体系、风险监测预警体系、国家应急管理体系||C、 坚持党中央对国家安全工作的集中统一领导，完善高效权威的国家安全领导体制||D、 完善重点领域安全保障体系和重要专项协调指挥体系||E、 加快涉外法治工作战略布局，健全反制裁、反干涉、反“长臂管辖”机制。,ABCDE
第十三章-副本,多选题,16 当前我国所面临的新形势新挑战是( )。,A、 一些敌视中国共产党领导和我国社会主义制度的势力处心积虑地破坏，我们面临的压力和阻力越大||B、 正处于中华民族伟大复兴的关键时期||C、 中国式现代化越向前推进拓展||D、 处于从发展中大国迈向社会主义现代化强国的关键阶段,ABCD
第十三章-副本,多选题,17 政治安全涉及国家( )的稳固，是一个国家最根本的需求。,A、 制度||B、 政权||C、 主权||D、 意识形态,ABCD
第十三章-副本,填空题,1 总体国家安全观的关键是“总体”。强调“____”理念。,,大安全
第十三章-副本,填空题,2 总体国家安全观以____为宗旨，坚持国家安全一切为了人民、一切依靠人民。,,人民安全
第十三章-副本,填空题,3 党的十八大以来，以习近平同志为核心的党中央创造性提出并发展____，坚持统筹发展和安全，加快构建统筹各领域安全的新安全格局。,,总体国家安全观
第十三章-副本,填空题,4 ____是民族复兴的根基，社会稳定是国家强盛的前提。必须坚定不移贯彻总体国家安全观。,,国家安全
第十三章-副本,填空题,5 总体国家安全观以促进____为依托，推动树立共同、综合、合作、可持续的全球安全观。,,国际安全
第十三章-副本,填空题,6 总体国家安全观以____为根本，坚持把政治安全放在首要位置。,,政治安全
第十三章-副本,判断题,1 生物安全问题已经成为全世界、全人类面临的重大生存和发展威胁之一，重大传染病和生物安全风险是事关国家安全和发展、事关社会大局稳定的重大风险挑战。( ),,对
第十三章-副本,判断题,2 没有网络安全就没有国家安全，就没有经济社会稳定运行，广大人民群众利益也难以得到保障。,,对
第十三章-副本,判断题,3 政治安全是立国之基。( ),,错
第十三章-副本,判断题,4 发展和安全是一体之两翼、驱动之双轮。发展是安全的基础和目的，安全是发展的条件和保障，发展和安全要同步推进。( ),,对
第十三章-副本,判断题,5 经济安全与人民群众切身利益关系最密切，是人民群众安全感的晴雨表，是社会安定的风向标,,错
第十三章-副本,判断题,6 推进国家安全体系和能力现代化，是新时代维护国家安全的迫切要求，也是推进国家治理体系和治理能力现代化的重要工程。( ),,对
第十四章 建设巩固国防和强大人民军队-副本,单选题,1 党的十八大以来，以习近平同志为核心的党中央围绕新时代( )，深入进行理论探索和实践创造，形成习近平强军思想。,A、 坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义||B、 建设什么样的长期执政的马克思主义政党、怎样建设长期执政的马克思主义政党||C、 建设一支什么样的强大人民军队、怎样建设强大人民军队||D、 建设什么样的社会主义现代化强国、怎样建设社会主义现代化强国,C
第十四章 建设巩固国防和强大人民军队-副本,单选题,"2 ( )明确提出，党在新时代的强军目标是建设一支听党指挥、能打胜仗、作风优良的人民军队,把人民军队建设成为世界一流军队。",A、 2013年3月，十二届全国人大一次会议||B、 党的十九大||C、 党的二十大||D、 2012年12月，中央军委扩大会议,B
第十四章 建设巩固国防和强大人民军队-副本,单选题,3 国防和军队改革取得历史性突破，形成军委管总、战区主战、( )新格局，人民军队组织架构和力量体系实现革命性重塑。,A、 党委领导||B、 军种主战||C、 军种主建||D、 战区主建,C
第十四章 建设巩固国防和强大人民军队-副本,单选题,4 在新时代的强军目标中，( )是核心。,A、 全面建成世界一流军队||B、 听党指挥||C、 能打胜仗||D、 作风优良,C
第十四章 建设巩固国防和强大人民军队-副本,单选题,5 力争到二〇三五年( )国防和军队现代化，到本世纪中叶把人民军队( )世界一流军队。,A、 全面实现;全面建成||B、 基本实现;基本建成||C、 全面实现;基本建成||D、 基本实现;全面建成,D
第十四章 建设巩固国防和强大人民军队-副本,单选题,6 军队是要准备打仗的，一切工作都必须坚持( )标准，向能打仗、打胜仗聚焦。,A、 斗争力||B、 战斗力||C、 硬实力||D、 战争力,B
第十四章 建设巩固国防和强大人民军队-副本,单选题,7 要充分发挥政治工作对强军兴军的生命线作用，培养有灵魂、( )、有血性、有品德的新时代革命军人。,A、 淡泊名利||B、 不怕苦||C、 崇尚光荣||D、 有本事,D
第十四章 建设巩固国防和强大人民军队-副本,单选题,8 ( )是党指挥枪原则落地生根的坚实基础。,A、 支部建在排上||B、 支部建在团上||C、 支部建在连上||D、 支部建在营上,C
第十四章 建设巩固国防和强大人民军队-副本,单选题,9 90多年来，人民军队之所以能够始终保持强大的凝聚力向心力战斗力，经受住各种考验，不断从胜利走向胜利，最根本的就是靠( )。,A、 发展先进科学技术||B、 改革开放的成功||C、 中国共产党的坚强领导||D、 一不怕苦，二不怕死,C
第十四章 建设巩固国防和强大人民军队-副本,单选题,"10 ( ),是决定军队建设的政治方向。",A、 军民融合是关键||B、 作风优良是保证||C、 能打胜仗是核心||D、 听党指挥是灵魂,D
第十四章 建设巩固国防和强大人民军队-副本,单选题,11 ( )是人民军队的鲜明特色和政治优势，也是人民军队战无不胜、攻无不克的重要保证。,A、 听党指挥||B、 军民情谊||C、 能打胜仗||D、 作风优良,D
第十四章 建设巩固国防和强大人民军队-副本,单选题,12 把( )作为唯一的根本的标准，是有效履行我军根本职能的内在要求，也是提高军队建设质量效益的客观需要。,A、 战斗力||B、 军事创新||C、 政治建军||D、 军事改革,A
第十四章 建设巩固国防和强大人民军队-副本,单选题,13 习近平强军思想明确( )是人民军队建军之本、强军之魂.,A、 先进科技||B、 政治工作||C、 党对人民军队的绝对领导||D、 练兵备战,C
第十四章 建设巩固国防和强大人民军队-副本,多选题,1 进入新时代，我国军队建设存在的问题是( )。,A、 军队打现代化战争能力不够||B、 军队现代化水平与国家安全需求相比差距还很大||C、 各级干部指挥现代化战争能力不够||D、 军队现代化水平与世界先进军事水平相比差距还很大,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,2 提高军队战斗力，要( )。,A、 做到全部精力向打仗聚焦||B、 坚决破除“和平积弊”，把战斗力标准贯彻到全军各项建设中||C、 坚持用是否有利于提高战斗力来衡量和检验各项工作||D、 强化战斗队思想，立起练兵备战鲜明导向,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,3 坚持党对人民军队的绝对领导必须有一整套制度作保证。这些制度主要有( )。,A、 实行支部建在连上||B、 实行党委制、政治委员制、政治机关制||C、 军队最高领导权和指挥权属于党中央、中央军委，中央军委实行主席负责制||D、 实行党委(支部)统一的集体领导下的首长分工负责制,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,4 党在新时代强军目标的科学内涵是( )。,A、 作风优良是保证，关系军队的性质、宗旨、本色||B、 听党指挥是灵魂，决定军队建设的政治方向||C、 体现了坚持党的建军原则、人民军队根本职能、特有政治优势的高度统一||D、 能打胜仗是核心，反映军队的根本职能和军队建设的根本指向,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,5 武器装备远程( )趋势更加明显，战争形态加速向信息化战争演变，智能化战争初现端倪。。,A、 无人化||B、 精确化||C、 智能化||D、 隐身化,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,6 到2035年，基本实现国防和军队现代化，这一步的关键是实现( )。,A、 军事理论现代化||B、 军事人员现代化||C、 军队组织形态现代化||D、 武器装备现代化,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,7 深化国防和军队改革，要( )。,A、 重塑军事力量建设政策制度、改革军事管理政策制度||B、 按照军委管总、战区主战、军种主建的总原则改革领导指挥体制||C、 深化军队党的建设制度改革、创新军事力量运用政策制度||D、 建立健全中国特色社会主义军事政策制度体系||E、 推进军队规模结构和力量编成改革，构建中国特色现代军事力量体系,ABCDE
第十四章 建设巩固国防和强大人民军队-副本,多选题,8 推进强军事业必须坚持( )。,A、 科技强军||B、 政治建军||C、 改革强军||D、 依法治军||E、 人才强军,ABCDE
第十四章 建设巩固国防和强大人民军队-副本,多选题,9 之所以必须坚持党对人民军队的绝对领导，是因为( )。,A、 人民军队是党缔造的，始终在党的领导下行动和战斗||B、 坚持党对人民军队的绝对领导，是马克思主义建党建军的一条基本原则||C、 党的绝对领导，造就了人民军队对党的赤胆忠心、为党和人民冲锋陷阵的坚定意志||D、 党对人民军队的绝对领导，是建军之本、强军之魂||E、 坚定不移听党话、跟党走，是人民军队永葆人民军队性质、本色的根本保证,ABCDE
第十四章 建设巩固国防和强大人民军队-副本,多选题,10 对“强国必须强军，军强才能国安”的正确理解是( )。,A、 国无防不立，民无兵不安。没有一支强大的军队，就不可能有强大的祖国||B、 中国越发展壮大，遇到的阻力和压力就会越大，面临的风险就会越多||C、 面对严峻复杂的国家安全形势，必须对战争危险保持清醒头脑。||D、 能战方能止战，要实现中华民族伟大复兴，就必须把军队搞得更强大,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,"11 到本世纪中叶,把人民军队全面建成世界一流军队,具体的目标要求是()。",A、 建成同我国强国地位相称的世界一流军队||B、 建成具备强大国际影响力的世界一流军队||C、 能够打败一切强敌的世界一流军队||D、 建成能够全面有效维护国家安全的世界一流军队,ABD
第十四章 建设巩固国防和强大人民军队-副本,多选题,12 新时代人民军队使命任务是( )。,A、 为促进世界和平与发展提供战略支撑||B、 为巩固中国共产党领导和我国社会主义制度提供战略支撑||C、 为捍卫国家主权、统一和领土完整提供战略支撑||D、 为维护我国海外利益提供战略支撑,ABCD
第十四章 建设巩固国防和强大人民军队-副本,多选题,13 我国国防和军队建设“新三步走” 战略安排是( )。,A、 到2035年，基本实现国防和军队现代化||B、 到本世纪中叶，把人民军队全面建成世界一流军队||C、 到2050年，全面实现军事作战无人化、智能化||D、 到2027年，实现建军一百年奋斗目标,ABD
第十四章 建设巩固国防和强大人民军队-副本,多选题,"14 贯彻依法治军战略，要紧紧围绕党在新时代的强军目标,着眼全面加强革命化现代化正规化建设，坚持( )。",A、 抓住领导干部这个“关键少数”||B、 从严治军铁律||C、 党对人民军队的绝对领导||D、 建设中国特色军事法治体系||E、 按照法治要求转变治军方式,ABCDE
第十四章 建设巩固国防和强大人民军队-副本,多选题,"15 新的征程上，开创国防和军队现代化新局面，必须全面推进( ), 加快把人民军队建设成为世界一流军队。",A、 改革强军||B、 依法治军||C、 科技强军||D、 政治建军||E、 人才强军,ABCDE
第十四章 建设巩固国防和强大人民军队-副本,多选题,16 党在新时代的强军目标是建设一支( )的人民军队。,A、 能打胜仗||B、 听党指挥||C、 作风优良||D、 敢于创新,ABC
第十四章 建设巩固国防和强大人民军队-副本,多选题,17 要着力培养新时代革命军人，锻造具有( )的过硬部队，确保我军永远立于不败之地。,A、 铁一般纪律||B、 铁一般担当||C、 铁一般信仰||D、 铁一般信念,ABCD
第十四章 建设巩固国防和强大人民军队-副本,填空题,1 习近平强军思想明确____是我们党建军治军基本方式。,,依法治军
第十四章 建设巩固国防和强大人民军队-副本,填空题,2 习近平强军思想明确____是兴国之举、强军之策;明确____是我军鲜明特色和政治优势。,,军民融合发展 作风优良
第十四章 建设巩固国防和强大人民军队-副本,填空题,3 ____是坚持党对人民军队绝对领导的根本制度和根本实现形式，在党领导军队的一整套制度体系中处于最高层次、居于统领地位。,,军委主席负责制
第十四章 建设巩固国防和强大人民军队-副本,填空题,4 新时代的强军目标是建设一支听党指挥、____、____的人民军队。,,能打胜仗 作风优良
第十四章 建设巩固国防和强大人民军队-副本,填空题,5 ____是推动人民军队高质量发展、赢得军事竞争和未来战争主动的关键因素。,,人才
第十四章 建设巩固国防和强大人民军队-副本,填空题,6 ____是人民军队的立军之本。,,政治建军
第十四章 建设巩固国防和强大人民军队-副本,填空题,7 习近平强军思想明确____是强军的必由之路;明确____是核心战斗力。,,改革 科技
第十四章 建设巩固国防和强大人民军队-副本,判断题,1 人民军队将在本世纪中叶基本实现国防和军队现代化。( ),,错
第十四章 建设巩固国防和强大人民军队-副本,判断题,2 深化国防和军队改革总体目标是，牢牢把握“军委管总、战区主战、军种主建”的原则。( ),,对
第十四章 建设巩固国防和强大人民军队-副本,判断题,3 改革是决定人民军队发展壮大、制胜未来的关键一招。( ),,对
第十四章 建设巩固国防和强大人民军队-副本,判断题,4 坚持党对人民军队的绝对领导是人民军队能打仗、打胜仗的军事战略指导。( ),,错
第十四章 建设巩固国防和强大人民军队-副本,判断题,5 巩固提高一体化国家战略体系和能力，是党中央把握强国强军面临的新形势新任务新要求，着眼于更好统筹发展和安全、更好统筹经济建设和国防建设作出的战略部署。( ),,对
第十四章 建设巩固国防和强大人民军队-副本,判断题,6 军政军民团结是实现富国和强军相统一的重要政治保障。要加强国防动员和后备力量建设，增强打赢未来战争的国防潜力。( ),,对
第十四章 建设巩固国防和强大人民军队-副本,判断题,7 军事战略科学准确，就是最大的胜算。要增强军事战略指导的进取性和主动性，把备战与止战、威慑与实战、战争行动与和平时期军事力量运用作为一个整体加以运筹。( ),,对
第八章 发展全过程人民民主-副本,单选题,1 我国是工人阶级领导的、以工农联盟为基础的( )的社会主义国家，国家一切权力属于人民。,A、 人民当家作主||B、 中国共产党领导||C、 人民民主专政||D、 民主专政,C
第八章 发展全过程人民民主-副本,单选题,2 ( )是人民当家作主和依法治国的根本保证。,A、 全过程民主||B、 党的领导||C、 宪法||D、 人民民主,B
第八章 发展全过程人民民主-副本,单选题,3 人民当家作主是社会主义民主政治的本质特征，( )是党领导人民治理国家的基本方式.,A、 全过程民主||B、 依法治国||C、 坚持系统观念||D、 民主集中制,B
第八章 发展全过程人民民主-副本,单选题,4 ( )是社会主义的生命，没有民主就没有社会主义。,A、 人民当家作主||B、 坚持人民的主体地位||C、 人民民主||D、 以人民为中心,C
第八章 发展全过程人民民主-副本,单选题,5 一个国家是不是民主，应该由这个国家的( )来评判，而不应该由外部少数人指手画脚来评判。,A、 社会团体||B、 国家性质||C、 执政党||D、 人民,D
第八章 发展全过程人民民主-副本,单选题,6 ( )是党克敌制胜、执政兴国的重要法宝，是团结海内外全体中华儿女实现中华民族伟大复兴的重要法宝。,A、 协商民主||B、 统一战线||C、 全过程人民民主||D、 实现中华民族伟大复兴,B
第八章 发展全过程人民民主-副本,单选题,7 统战工作的关键是要( )。,A、 坚持党的领导||B、 坚持多样性||C、 坚持同一性||D、 坚持求同存异,D
第八章 发展全过程人民民主-副本,单选题,8 ( )是指民主的制度安排，实质民主是指民主始终追求的价值目标，二者有机结合。,A、 人民民主||B、 协商民主||C、 全过程人民民主||D、 程序民主,D
第八章 发展全过程人民民主-副本,单选题,9 社会主义民主的实质是( )。,A、 民主集中制||B、 人民代表大会制度||C、 人民当家作主||D、 中华民族大团结,C
第八章 发展全过程人民民主-副本,单选题,10 ( )是统一战线最核心、最根本的问题。,A、 坚持党的领导||B、 凝聚人心||C、 广交朋友||D、 大团结大联合,A
第八章 发展全过程人民民主-副本,单选题,11 ( )是中国发展全过程人民民主的根本保证。,A、 中国共产党的领导||B、 中国特色社会主义制度||C、 人民当家作主||D、 人民民主专政,A
第八章 发展全过程人民民主-副本,多选题,1 人民民主是社会主义的生命，没有民主( )。,A、 就没有社会主义||B、 就没有中华民族伟大复兴||C、 以上都对||D、 就没有社会主义的现代化,ABCD
第八章 发展全过程人民民主-副本,多选题,2 全过程人民民主是社会主义民主政治的本质属性，是( )的民主。,A、 最广泛||B、 最真实||C、 最典型||D、 最管用,ABD
第八章 发展全过程人民民主-副本,多选题,3 我国基层民主有多种多样的形式，如( ).。,A、 以社区居民委员会为组织形态的城市居民自治||B、 以村民委员会为组织形态的农村村民自治||C、 以上都对||D、 以职工代表大会为组织依托的企事业单位职工自治,ABCD
第八章 发展全过程人民民主-副本,多选题,4 ( )构成我国的基本政治制度。,A、 人民代表大会制度||B、 基层群众自治制度||C、 中国共产党领导的多党合作和政治协商制度||D、 民族区域自治制度,BCD
第八章 发展全过程人民民主-副本,多选题,5 在人民民主的共同旗帜下，中国共产党与各民主党派( )。,A、 长期共存||B、 荣辱与共||C、 互相监督||D、 肝胆相照,ABCD
第八章 发展全过程人民民主-副本,多选题,6 全过程人民民主实现了( )。,A、 直接民主和间接民主相统一||B、 人民民主和国家意志相统一||C、 过程民主和成果民主相统一||D、 程序民主和实质民主相统一,ABCD
第八章 发展全过程人民民主-副本,多选题,7 人民代表大会制度( )。,A、 坚持中国共产党领导，有效保证国家沿着社会主义道路前进||B、 有效保证国家政治生活既充满活力又安定有序。||C、 最大限度保障人民当家作主||D、 有效保证国家治理跳出治乱兴衰的历史周期率||E、 正确处理事关国家前途命运的一系列重大政治关系，维护国家统一和民族团结,ABCDE
第八章 发展全过程人民民主-副本,多选题,8 统一战线工作范围包括( )。,A、 非公有制经济人士，新的社会阶层人士||B、 出国和归国留学人员||C、 民主党派成员，无党派人士，党外知识分子||D、 少数民族人士，宗教界人士||E、 香港同胞，澳门同胞，台湾同胞，华侨归侨及侨眷,ABCDE
第八章 发展全过程人民民主-副本,多选题,9 中国特色社会主义政治制度的巨大优势体现在( )。,"A、 能够有效保证人民享有更加广泛的权利和自由||B、 能够集中力量办大事，有效促进社会生产力解放和发展||C、 能够有效调节国家政治关系，形成安定团结的政治局面||D、 能够有效维护国家独立自主,有力维护国家主权、安全、发展利益",ABCD
第八章 发展全过程人民民主-副本,多选题,10 巩固和发展爱国统一战线，应该着手做好以下工作( )。,A、 牢牢把握大团结大联合的主题，做好统战工作||B、 深化民族团结进步教育||C、 全面贯彻党的宗教工作基本方针||D、 坚持长期共存、互相监督、肝胆相照、荣辱与共的中国共产党领导的政治协商制度,ABCD
第八章 发展全过程人民民主-副本,多选题,11 屮国特色社会主义政治制度( )。,A、 把握了现实要求、着眼解决现实问题||B、 既把握了长期形成的历史传承，又把握了走过的发展道路||C、 具有鲜明的中国特色、民族特色、时代特色||D、 注重历史和现实、理论和实践、形式和内容有机统一,ABCD
第八章 发展全过程人民民主-副本,多选题,"12 全过程人民民主是最管用的民主, 具体体现在( )。",A、 巩固平等团结互助和谐的社会主义民族关系，切实防止出现民族隔阂、民族冲突的现象||B、 加强社会各种力量的合作协调，切实防止出现党争纷沓、相互倾轧的现象||C、 发展基层民主，切实防止出现人民形式上有权、实际上无权的现象||D、 保证人民依法行使权利，切实防止出现选举时漫天许诺、选举后无人过问的现象||E、 保证在党的领导下有效治理国家，切实防止出现一盘散沙的现象,ABCDE
第八章 发展全过程人民民主-副本,多选题,"13 全过程人民民主是最真实的民主,具体体现在( )。",A、 真真切切落实到国家政治生活和社会生活各方面||B、 把党的主张、国家意志、人民意愿紧密融合在一起，彰显了人民民主的真实性||C、 真实反映人民的期盼、希望和诉求||D、 人民的意愿和呼声，经过民主决策程序成为党和国家的方针政策,ABCD
第八章 发展全过程人民民主-副本,多选题,"14 全过程人民民主是最广泛的民主, 具体体现在( )。",A、 不同地域、不同领域、不同层级、不同群体均实现全面覆盖||B、 既参与国家事务管理，又参与经济和文化事业以及社会事务管理||C、 既参与国家发展顶层设计的意见建议征询，又参与地方公共事务治理||D、 人民既充分享有民主选举权利，又充分享有民主协商、民主决策、民主管理、民主监督权利,ABCD
第八章 发展全过程人民民主-副本,多选题,15 中华人民共和国的一切权力属于人民，人民行使国家权力的机关是()。,A、 国务院||B、 地方各级人民代表大会||C、 全国人民代表大会||D、 人民代表,BC
第八章 发展全过程人民民主-副本,多选题,16 走中国特色社会主义政治发展道路，必须坚持( )有机统一。,A、 巩固和发展最广泛的爱国统一战线||B、 党的领导||C、 推进国家治理体系和治理能力现代化||D、 人民当家作主 ，依法治国,BD
第八章 发展全过程人民民主-副本,多选题,17 全过程人民民主是( )的民主，是最广泛、最真实、最管用的社会主义民主。,A、 全覆盖||B、 全方面||C、 全方位||D、 全链条,ACD
第八章 发展全过程人民民主-副本,多选题,18 铸牢中华民族共同体意识，就要( )。,A、 建设各民族共有精神家园，促进各民族共同繁荣共同发展||B、 要正确把握共同性和差异性的关系、中华民族共同体意识和各民族意识的关系、中华文化和各民族文化的关系||C、 要引导各族人民牢固树立休戚与共、荣辱与共、命运与共的共同体理念||D、 引导各族群众牢固树立正确的祖国观、民族观、文化观、历史观,ABCD
第八章 发展全过程人民民主-副本,多选题,19 我国的协商民主体系包括( )。,A、 政协协商、||B、 政党协商，人大协商||C、 政府协商||D、 基层协商以及社会组织协商||E、 人民团体协商,ABCDE
第八章 发展全过程人民民主-副本,多选题,20 统一战线工作的本质要求是( )。,A、 解决的就是人心和力量问题||B、 大团结大联合||C、 实现中华民族伟大复兴||D、 推进国家统一,AB
第八章 发展全过程人民民主-副本,填空题,1 ____是社会主义民主政治的本质属性，是最广泛、最真实、最管用的民主。,,全过程人民民主
第八章 发展全过程人民民主-副本,填空题,2 中国特色社会主义政治制度是由根本政治制度、____、重要政治制度等组成的制度体系。,,基本政治制度
第八章 发展全过程人民民主-副本,填空题,3 ____是坚持党的领导、人民当家作主、依法治国有机统一的根本政治制度安排。,,人民代表大会制度
第八章 发展全过程人民民主-副本,填空题,4 ____是中国社会主义民主政治中独特的、独有的、独到的民主形式。,,协商民主
第八章 发展全过程人民民主-副本,填空题,5 全过程人民民主是全链条、____、全覆盖的民主。,,全方位
第八章 发展全过程人民民主-副本,判断题,1 中国共产党领导的多党合作和政治协商制度、民族区域自治制度以及基层群众自治制度构成我国的根本政治制度。( ),,错
第八章 发展全过程人民民主-副本,判断题,2 坚持走中国特色社会主义政治发展道路，全面发展全过程人民民主，社会主义民主政治制度化、规范化、程序化全面推进。( ),,对
第八章 发展全过程人民民主-副本,判断题,3 做统战工作要把握好固守圆心和扩大共识、潜绩和显绩、原则性和灵活性 、团结和斗争的关系。( ),,对
第八章 发展全过程人民民主-副本,判断题,4 我国的各项国家制度都是围绕人民当家作主构建的，国家治理体系都是围绕实现人民当家作主运转的。( ),,对
第八章 发展全过程人民民主-副本,判断题,5 民主就是指民主选举，不搞“一人一票”竞选就是“不民主”。( ),,错
第八章 发展全过程人民民主-副本,判断题,6 人民民主是社会主义的生命，没有民主就没有社会主义。( )。,,对
第十一章习题-副本,单选题,1 ( )是“国之大者”。,A、 建立强大的军队||B、 人才辈出||C、 实现社会主义现代化||D、 让人民生活幸福,D
第十一章习题-副本,单选题,2 坚持以人民为中心的发展思想，在高质量发展中促进共同富裕，正确处理()的关系，构建初次分配、再分配、三次分配协调配套的基础性制度安排。,A、 政府和市场||B、 收入和分配||C、 效率和公平||D、 经济和社会,C
第十一章习题-副本,单选题,3 ( )是政府联系群众的最终一公里。,A、 乡村人民政府||B、 居委会||C、 基层党支部||D、 城乡社区,D
第十一章习题-副本,单选题,4 ( )是最大的民生工程、民心工程、根基工程，是社会稳定的重要保障。,A、 生产||B、 共同富裕||C、 生活水平||D、 就业,D
第十一章习题-副本,单选题,5 基层治理是国家治理的基石，统筹推进乡镇(街道)和城乡社区治理，是实现( )的基础工程。,A、 完善适社会治理方式和治理能力||B、 中华民族伟大复兴||C、 中国特色社蝕义法详共教课学习交流||D、 国家治理体系和治理能力现代化,D
第十一章习题-副本,单选题,6 ( )是我们坚持立党为公、执政为民的本质要求。,A、 全面依法治国||B、 思想政治教育||C、 建立强大的国防||D、 增进民生福祉,D
第十一章习题-副本,多选题,1 在脱贫攻坚战中，稳定实现贫困人口“两不愁三保障”，即( )。,A、 不愁穿||B、 基本医疗||C、 不愁吃||D、 义务教育||E、 住房安全有保障。,ABCDE
第十一章习题-副本,多选题,2 不断创新社会治理方式 .要做到( )。,A、 坚持系统思维，综合运用专业化工作方法提升社会治理效能||B、 正确处理好维稳与维权、活力与秩序的关系||C、 强化互联网思维，推进政府决策科学化、社会治理精准化、公共服务高效化。||D、 运用法治思维和法治方式统筹社会力量、平衡社会利益、调节社会关系。,ABCD
第十一章习题-副本,多选题,3 加强和创新社会治理，改进社会治理方式，要坚持( )。,A、 系统治理||B、 源头治理||C、 综合治理||D、 依法治理,ABCD
第十一章习题-副本,多选题,4 ( )是保障和改善民生的重要方针。,A、 尽力而为||B、 正确把握民生和发展的关系||C、 量力而行||D、 突出重点,AC
第十一章习题-副本,多选题,"5 健全社会治理制度,要( )。",A、 构建源头防控、排查梳理、纠纷化解、应急处置的社会矛盾综合治理机制||B、 健全社会心理服务体系和疏导机制||C、 健全公共安全体制机制，编织全方位、立体化的公共安全网||D、 完善社会治安综合治理体制机制系,ABCD
第十一章习题-副本,多选题,"6 实施就业优先战略,必须( )。",A、 扩大高校毕业生就业渠道||B、 完善重点群体就业支持体系||C、 稳定农民工等重点群体就业||D、 健全就业公共服务体系||E、 加强困难群体就业兜底帮扶,ABCDE
第十一章习题-副本,多选题,7 保障和改善民生的工作思路是( )。,A、 突出重点||B、 坚守底线||C、 完善制度||D、 引导预期,ABCD
第十一章习题-副本,多选题,8 在脱贫攻坚战中，推进“五个一批”工程，即( )。,A、 易地搬迁脱贫一批||B、 生态补偿脱贫一批||C、 社会保障兜底一批||D、 发展生产脱贫一批||E、 发展教育脱贫一批,ABCDE
第十一章习题-副本,多选题,9 增进民生福祉是( )。,A、 全面建设社会主义现代化国家的应有之义||B、 社会主义生产的根本目的||C、 社会主义和资本主义的根本区别之一||D、 坚持立党为公、执政为民的本质要求,ABCD
第十一章习题-副本,多选题,10 加强和创新社会治理，就是( )。,A、 以维护人民群众根本利益为核心||B、 促进社会公平，推动社会稳定有序发展。||C、 在党的领导下，以政府为主导，以社会多元主体参与为基础||D、 通过合作、对话、协商、沟通等方式，依法对社会事务、社会组织和社会生活进行引导和规范，化解社会矛盾,ABCD
第十一章习题-副本,多选题,11 ( )是保障和改善民生的重要原则。,A、 坚持人人尽责||B、 人人享有||C、 实事求是||D、 完善制度,AB
第十一章习题-副本,多选题,12 社会保障体系主要涉及( )等方面。,A、 社会福利||B、 社会救助||C、 社会优抚||D、 社会保险,ABCD
第十一章习题-副本,多选题,13 中国特色的社会保障体系把( )作为根本出发点和落脚点，推动社会保障事业不断前进。,A、 增进民生福祉||B、 坚持共同富裕||C、 坚持人民至上||D、 促进社会公平,AD
第十一章习题-副本,填空题,1 ____是人民幸福之基，事关人民的生存生活生计，事关民心所向。,,民生
第十一章习题-副本,填空题,2 习近平指出:“____是最大的民生工程、民心工程、根基工程，必须抓紧抓实抓好。”,,就业
第十一章习题-副本,填空题,3 ____是民生之源，是改善民生、实现发展成果由人民共享最重要最直接的方式。,,收入分配
第十一章习题-副本,填空题,4 习近平指出，____是我们党的根本执政理念，让人民生活幸福是“国之大者”。,,以人民为中心
第十一章习题-副本,填空题,5 健全共建、____、____的社会治理制度，提升社会治理效能。,,共治 共享
